	"27.157307v38.772469"	"27.232256v38.807837"	"27.246133v38.787121"	"27.266143v38.632909"	"27.268871v38.633375"	"27.269124v38.631395"	"27.270121v38.629358"	"27.270664v38.629548"	"27.271089v38.633321"	"27.272255v38.6293"	"27.273052v38.630239"	"27.273524v38.630245"	"27.274125v38.633246"	"27.277864v38.629521"	"27.278449v38.845798"	"27.278918v38.640911"	"27.27908v38.630026"	"27.279437v38.638786"	"27.27973v38.628263"	"27.280128v38.640167"	"27.281114v38.633515"	"27.289992v38.671735"	"27.2999096452855v38.6749290173848"	"27.310105v38.751088"	"27.310287v38.631823"	"27.313328v38.627837"	"27.319281v38.64234"	"27.325986v38.613842"	"27.327857v38.650245"	"27.328053v38.652868"	"27.328097v38.714282"	"27.32822v38.653489"	"27.328668v38.644903"	"27.328843v38.653661"	"27.328886v38.652503"	"27.328913v38.645457"	"27.3291651606293v38.6517625856433"	"27.329887v38.645405"	"27.330371v38.654239"	"27.330374v38.652441"	"27.3304620441793v38.6523709833461"	"27.33176v38.654431"	"27.331961v38.654277"	"27.3323383085235v38.6595115365631"	"27.33239v38.653708"	"27.33243v38.645629"	"27.333053v38.643119"	"27.333294v38.658858"	"27.33359796v38.656521"	"27.333796v38.653837"	"27.333882v38.652386"	"27.334072v38.655418"	"27.334245v38.638178"	"27.334316v38.656273"	"27.33483708v38.65409298"	"27.33526v38.622199"	"27.33555816v38.65404402"	"27.336241975208v38.6463091826232"	"27.336605v38.658821"	"27.336651v38.65498"	"27.336849v38.647564"	"27.337128v38.662194"	"27.3372670339909v38.6608330762677"	"27.33728616v38.65519197"	"27.33731v38.662202"	"27.337639v38.659294"	"27.337656v38.655883"	"27.337938v38.654577"	"27.338002v38.659695"	"27.338372v38.65973"	"27.338665v38.645146"	"27.339054v38.655731"	"27.3391812474095v38.6551082432665"	"27.3392854415166v38.6605935326538"	"27.3394841087325v38.6577877773449"	"27.339812v38.649128"	"27.339969v38.646673"	"27.3403942722764v38.6567128883899"	"27.3404378782282v38.6556311824906"	"27.3404704629536v38.6538338251493"	"27.340472v38.65419"	"27.34052238192942v38.6611996473121"	"27.340533v38.64396"	"27.340765v38.662892"	"27.3410101820457v38.6545189653693"	"27.341151v38.658130"	"27.3411577751429v38.6545601753576"	"27.341428v38.648062"	"27.34144v38.661691"	"27.34151112v38.65713903"	"27.342232v38.661013"	"27.3436863545338v38.6573504086102"	"27.345218v38.61532"	"27.345696v38.658944"	"27.3475947990261v38.6586906062543"	"27.34764v38.63343"	"27.34781v38.613857"	"27.348878v38.646121"	"27.348984v38.61486"	"27.349662v38.84947"	"27.350758v38.632326"	"27.350937v38.598262"	"27.351096v38.633288"	"27.351798v38.644537"	"27.351813v38.646471"	"27.352442v38.657168"	"27.352628v38.646167"	"27.354563v38.590810"	"27.3553347653739v38.6429493316895"	"27.361010812833v38.6072594163519"	"27.365616v38.732347"	"27.366823v38.630982"	"27.36685v38.631106"	"27.3675415168737v38.6199636086343"	"27.368198v38.62797"	"27.3697022875272v38.6374812072867"	"27.369972v38.638073"	"27.370405v38.630082"	"27.370875810189v38.6347987235928"	"27.371038v38.631000"	"27.371773v38.631338"	"27.373166v38.625136"	"27.373195v38.63659"	"27.373714v38.623195"	"27.37474v38.637238"	"27.374742v38.636191"	"27.3751664902807v38.6358587666958"	"27.375685v38.635668"	"27.376852v38.628967"	"27.377757v38.618358"	"27.378051v38.618371"	"27.37820988v38.616714"	"27.379907v38.621263"	"27.38008v38.633367"	"27.381744v38.609854"	"27.3820810219673v38.6083650852224"	"27.382719v38.612333"	"27.383120v38.619676"	"27.383378v38.634693"	"27.383392v38.631892"	"27.3835632768937v38.6337291829994"	"27.383903v38.61467"	"27.384005v38.634335"	"27.384229298552v38.6272161821739"	"27.384825v38.650331"	"27.385459v38.640733"	"27.38577v38.627392"	"27.38607084v38.62314"	"27.386178v38.62305"	"27.38666v38.610112"	"27.386865v38.61019"	"27.386963v38.607728"	"27.386983v38.639525"	"27.387612v38.623925"	"27.388222v38.611497"	"27.388265v38.625521"	"27.38849v38.610993"	"27.388738v38.616732"	"27.389072v38.627387"	"27.389084v38.609855"	"27.3902270202573v38.6109627123631"	"27.390363v38.636869"	"27.390463v38.636377"	"27.390552v38.611716"	"27.390577v38.613486"	"27.39078v38.611998"	"27.39082788v38.60933499"	"27.39118284v38.633256"	"27.391267v38.622427"	"27.391276v38.625434"	"27.3914923910635v38.6262533680743"	"27.391544v38.622257"	"27.391924v38.618182"	"27.392668v38.618122"	"27.392944v38.635131"	"27.393020v38.637673"	"27.393034v38.635306"	"27.393045v38.642966"	"27.393397v38.633144"	"27.393443v38.612968"	"27.39357396v38.61360198"	"27.393584v38.625057"	"27.39361608v38.63780199"	"27.393633v38.613889"	"27.393727v38.749343"	"27.394344v38.64423798"	"27.3945380720429v38.6216443508249"	"27.394559v38.636789"	"27.394677v38.617585"	"27.39513204v38.64430899"	"27.395145v38.637883"	"27.395263v38.617289"	"27.395272v38.629316"	"27.39533v38.635673"	"27.395417v38.628754"	"27.395511v38.645279"	"27.395768v38.63359"	"27.396037v38.627778"	"27.3961531561866v38.6377536624373"	"27.396173v38.628579"	"27.3963646752418v38.6281711761191"	"27.396648v38.636402"	"27.396864v38.626889"	"27.397173v38.620679"	"27.397421v38.623129"	"27.397478v38.637787"	"27.397565v38.618640"	"27.397619v38.624375"	"27.39764088v38.62829196"	"27.397759v38.621249"	"27.39789108v38.63006397"	"27.3978910951196v38.630335153046"	"27.398115v38.62680201"	"27.398754v38.621044"	"27.39878v38.625089"	"27.3988189993454v38.6280899998886"	"27.39909888v38.627955"	"27.399486v38.625896"	"27.3996391048264v38.6256976200262"	"27.3998181537811v38.6215161042263"	"27.399882v38.617472"	"27.40017096v38.62701"	"27.400183v38.619113"	"27.4001915419468v38.6285919754185"	"27.400266v38.628731"	"27.400342v38.62954"	"27.400467v38.626062"	"27.400548v38.624848"	"27.400604v38.621648"	"27.400654v38.630412"	"27.400803v38.624317"	"27.40091v38.623371"	"27.40094v38.628697"	"27.40112481631259v38.620416830952614"	"27.401261v38.623744"	"27.4012620375551v38.629319894231"	"27.401287v38.624126"	"27.401428v38.62409"	"27.40145112v38.61643797"	"27.401683v38.628588"	"27.401707v38.620507"	"27.401743v38.630181"	"27.4020446237413v38.6205100089021"	"27.402149v38.629963"	"27.402797v38.628392"	"27.4029857265507v38.6302321737229"	"27.403047v38.61815904"	"27.403227v38.628227"	"27.403298v38.618585"	"27.403307v38.629758"	"27.403553v38.633259"	"27.403756v38.63089"	"27.403815v38.629385"	"27.40425912v38.62073898"	"27.40429188v38.62275399"	"27.4043967185613v38.6287382486675"	"27.40471884v38.62092303"	"27.404827v38.629621"	"27.4048477882936v38.6185324257873"	"27.404886v38.625257"	"27.4049060155868v38.628403067735"	"27.404994v38.616307"	"27.40544208v38.61640296"	"27.405687v38.628283"	"27.40597884v38.62000998"	"27.406416v38.623755"	"27.4064228406445v38.6199734783212"	"27.4066598960713v38.6151120129758"	"27.406793v38.607597"	"27.4071119398413v38.6081344794501"	"27.40718v38.631568"	"27.4074198079666v38.6083611453377"	"27.407494v38.617945"	"27.4075185552979v38.6087086753724"	"27.407718v38.62364796"	"27.40777416v38.63159397"	"27.407807v38.608285"	"27.40792788v38.62146996"	"27.408330288769v38.6078558963619"	"27.408572v38.621713"	"27.409164v38.615589"	"27.409557v38.622263"	"27.409743v38.609853"	"27.410094v38.619962"	"27.410407v38.610182"	"27.41042304v38.62152801"	"27.4104526860934v38.6094871021026"	"27.41059v38.612463"	"27.410602v38.620708"	"27.410638v38.615563"	"27.410758v38.620469"	"27.4108058486398v38.61972653071"	"27.41093496v38.62119699"	"27.4110300590973v38.6194724045827"	"27.411189v38.614006"	"27.411211v38.607130"	"27.411271v38.611143"	"27.4114475844568v38.6254808427963"	"27.41157v38.617894"	"27.411687v38.62078101"	"27.411702v38.619493"	"27.411812v38.625285"	"27.4118575000184v38.6253410000034"	"27.411976v38.623898"	"27.411977v38.615855"	"27.412072v38.620321"	"27.412289v38.613459"	"27.412315v38.617639"	"27.4123593964161v38.6115258386824"	"27.412378v38.621628"	"27.41238108v38.61957699"	"27.4123898540464v38.6125413204234"	"27.412408v38.615691"	"27.41249304v38.62201104"	"27.41263v38.618254"	"27.412829v38.612603"	"27.4129965805678v38.6079830267142"	"27.4130177306788v38.6097592534963"	"27.41312916v38.62035396"	"27.413263v38.611922"	"27.41338692v38.62045602"	"27.413449v38.625477"	"27.413501v38.607141"	"27.413845v38.615581"	"27.413905v38.615510"	"27.41424012v38.62209096"	"27.414261v38.609026"	"27.41465808v38.621781"	"27.414659v38.611999"	"27.414763v38.623023"	"27.414813v38.60682"	"27.4148329616925v38.6150069109033"	"27.414843v38.610375"	"27.4150621229787v38.6207394548222"	"27.4151577310971v38.6235877913952"	"27.415208v38.611763"	"27.4152782591493v38.6119728944844"	"27.415383v38.609344"	"27.415459v38.612982"	"27.415656v38.62105"	"27.416088v38.612578"	"27.416148v38.607917"	"27.416234v38.616112"	"27.416385v38.611693"	"27.416396v38.622678"	"27.416421v38.611796"	"27.4164921977598v38.618967392291"	"27.416776v38.612586"	"27.417050v38.610105"	"27.4170936568823v38.6228128632808"	"27.41709888v38.60808804"	"27.4171097877237v38.6155664768046"	"27.417346v38.613495"	"27.417556v38.606543"	"27.417789v38.61339"	"27.4177975415083v38.6139768627611"	"27.418005490627v38.6239809148348"	"27.4180336128802v38.608957725901"	"27.418062937748154v38.61769997498802"	"27.4181322376575v38.6230112941304"	"27.418347v38.618482"	"27.41851296v38.61467604"	"27.418608v38.619491"	"27.418825v38.622861"	"27.418843v38.622897"	"27.419199v38.624547"	"27.41925384382v38.6236180897234"	"27.419421v38.618111"	"27.419538v38.623409"	"27.419549v38.60731"	"27.419587v38.611679"	"27.41960088v38.60869698"	"27.419637v38.607055"	"27.419644v38.613495"	"27.419732v38.60746"	"27.419849v38.612597"	"27.4198972165423v38.6220826855113"	"27.419967v38.617901"	"27.41997v38.607416"	"27.4201992480923v38.6114619825084"	"27.4204789029555v38.6112827780197"	"27.4205906264085v38.6179826189248"	"27.420607v38.612839"	"27.420692v38.616976"	"27.4208090581406v38.607909462402"	"27.4211052441828v38.6202340579773"	"27.4217168006508v38.6155265616586"	"27.421766v38.606553"	"27.4218381942541v38.6163865529269"	"27.422321v38.610276"	"27.422766v38.612527"	"27.4229000145204v38.6095334775254"	"27.4232976166399v38.6250958117862"	"27.423399v38.612979"	"27.423785v38.61261"	"27.4240082829081v38.6172970496834"	"27.424047v38.616215"	"27.424169v38.617693"	"27.424615v38.608541"	"27.4248084603571v38.6132580007321"	"27.425056v38.612291"	"27.4250772657862v38.6113565919207"	"27.425341v38.607828"	"27.4254514190854v38.6079005264261"	"27.425605v38.614887"	"27.425721v38.631832"	"27.4257895422562v38.618222632857"	"27.426176v38.610359"	"27.426233v38.631595"	"27.4262343138573v38.6083940714431"	"27.4263182117923v38.6101555568638"	"27.426592v38.615016"	"27.42664v38.632155"	"27.4267900190036v38.6082273728214"	"27.427143v38.61661"	"27.4271995179782v38.6195222483943"	"27.427286v38.625317"	"27.427582v38.625684"	"27.42786v38.61787203"	"27.428082v38.615724"	"27.428257v38.616585"	"27.428441v38.617107"	"27.4286447867093v38.6160126741015"	"27.428701v38.618139"	"27.428768v38.623221"	"27.428834v38.612169"	"27.4288942510639v38.612459440362"	"27.4290975350881v38.610508014294"	"27.429252v38.625764"	"27.42958v38.61258"	"27.429649v38.61435"	"27.430139v38.618697"	"27.430298v38.616861"	"27.4304664180852v38.6156224101939"	"27.430659v38.625029"	"27.430684v38.620685"	"27.4309558737131v38.6122901013835"	"27.43102347020203v38.61143202903758"	"27.431475v38.628537"	"27.4315032478316v38.6300948932781"	"27.431555v38.610614"	"27.431692v38.61034"	"27.43178v38.611849"	"27.43270092v38.60940699"	"27.433143v38.609608"	"27.433173v38.618556"	"27.43339v38.612433"	"27.433465v38.61688"	"27.433513v38.61071"	"27.4335791530846v38.6097953092324"	"27.434547v38.619113"	"27.4346426150937v38.6138797660925"	"27.434675v38.612868"	"27.434799v38.622978"	"27.435064v38.613655"	"27.4354903798673v38.6162914952496"	"27.435718v38.613376"	"27.435769v38.611764"	"27.4359275443696v38.6158102098961"	"27.436137v38.618236"	"27.4367434900205v38.6178947751393"	"27.436864v38.607889"	"27.437157v38.615112"	"27.43754v38.623642"	"27.438012v38.618185"	"27.438468v38.618173"	"27.4388906284797v38.6117150695937"	"27.4391202084294v38.6130639977745"	"27.439658v38.610183"	"27.4397841002587v38.6154149850672"	"27.439933v38.615796"	"27.440118v38.616114"	"27.44038v38.626046"	"27.44045316v38.61584703"	"27.440883v38.61503001"	"27.441044v38.617871"	"27.4412147190069v38.6185549567021"	"27.441225v38.615106"	"27.441282v38.61916"	"27.441401v38.61571"	"27.4419215284333v38.61495319535"	"27.44214984v38.61516798"	"27.442208v38.616499"	"27.442522720254v38.6133896352112"	"27.443074v38.616944"	"27.4431325206919v38.6142901517077"	"27.443191111164v38.6172376494736"	"27.444328v38.615275"	"27.44433v38.62173"	"27.444906v38.621547"	"27.4452840008463v38.6149009970404"	"27.445615v38.614905"	"27.445688v38.615105"	"27.44648892v38.62253304"	"27.4481178541648v38.62063759615"	"27.44895312v38.61931698"	"27.44899812v38.61843003"	"27.451229v38.623039"	"27.45377496v38.62062297"	"27.455073v38.621606"	"27.45649908v38.62533699"	"27.45726804v38.61962001"	"27.458027v38.619962"	"27.458365v38.619909"	"27.45849996v38.61631197"	"27.4585726773736v38.6207071943545"	"27.458683v38.620186"	"27.45876816v38.61614403"	"27.459446v38.619888"	"27.459763v38.620547"	"27.4625329921975v38.6162465858006"	"27.462855v38.618837"	"27.462904v38.620973"	"27.462935v38.618818"	"27.463896v38.615855"	"27.4678268595015v38.6044564591397"	"27.48899v38.683024"	"27.520977v38.967483"	"27.535914v38.494236"	"27.53809092v38.49138603"	"27.54413892v38.50980102"	"27.54445104v38.50966296"	"27.55354v38.508364"	"27.562796v38.528373"	"27.5650226159502v38.5230525164317"	"27.571208v38.567485"	"27.57131v38.529163"	"27.61846884v38.62166697"	"27.830796v38.930203"	"27.436587v38.626512"
"27.157307v38.772469"	0.00	9048.42	9993.91	18375.99	18543.20	18707.94	18932.35	18958.43	18713.30	19094.91	19085.76	19120.81	18948.95	19502.70	15315.10	18785.00	19559.96	18972.79	19736.02	18933.13	19471.97	17821.23	18579.97	17140.54	21995.56	22507.41	22158.41	24475.81	22511.79	22391.87	19865.30	22375.25	22875.45	22425.30	22489.67	22868.01	22554.79	22961.45	22540.52	22633.69	22645.67	22662.98	22690.00	22463.73	22759.96	23186.73	23380.14	22588.18	22733.39	22887.54	22969.73	22834.13	23761.27	22814.77	22974.14	24770.88	23045.67	23508.69	22910.30	23103.71	23500.40	22799.36	22877.68	23154.30	22816.77	22987.77	23155.77	23247.58	23003.78	23038.12	23798.34	23298.25	23341.15	23086.00	23239.74	23701.38	23842.32	23380.13	23436.99	23528.40	23510.98	23178.34	24036.84	23123.08	23546.78	23385.40	23559.03	23909.86	23245.28	23468.02	23354.65	23669.76	26065.98	23791.17	23989.41	25263.61	26383.87	24720.89	26430.29	22728.34	25614.29	27601.04	25594.57	25080.51	24985.90	24536.77	25079.51	28378.54	25499.67	27955.08	23526.28	27202.80	27199.07	27846.86	27487.96	27155.97	27153.38	27590.70	27400.75	27605.11	27658.74	28106.03	27538.01	28258.10	27657.10	27707.57	27764.84	27824.43	28265.19	28892.34	28919.45	29021.22	28946.21	28362.54	29717.16	29828.64	29676.75	29333.49	28621.28	28755.68	28684.93	29665.88	28699.50	29063.26	28062.71	28547.34	29203.85	29441.88	29456.66	30164.91	30180.12	30319.62	28752.82	29551.64	30239.77	29536.65	30291.39	30019.45	29524.64	30407.00	30457.35	29207.59	29239.87	30449.14	30360.41	30456.22	30598.94	29454.14	29978.31	29832.96	29814.57	30013.42	30251.60	30326.10	29541.73	29434.43	29542.67	29203.36	29677.31	30659.98	30640.25	30075.53	29487.81	30631.33	26417.43	29278.59	30333.11	29626.74	30546.07	29354.62	29636.10	30617.18	30038.97	29753.32	30079.45	29351.38	29890.92	30185.94	29742.11	30161.78	30199.64	29851.42	30308.70	30635.44	30541.49	29872.52	30772.74	30501.36	30319.24	30664.74	30261.79	30249.31	30435.34	30771.30	30580.99	30444.36	30478.14	30612.17	30636.47	30852.16	31054.00	30627.37	31003.35	30556.16	30557.09	30527.42	30700.60	30765.39	30922.41	30518.37	30815.32	30870.41	30625.06	31032.05	30887.13	30628.26	30871.69	30887.19	31256.36	30703.31	31084.42	30636.49	31117.16	30686.53	30822.17	30757.07	31327.56	30872.15	31331.46	30810.33	30677.60	30803.66	30877.50	31322.29	31230.44	30964.38	31358.48	30966.96	31484.82	31172.19	31029.95	31606.10	31644.98	31112.63	31524.83	31392.20	31569.95	31825.62	32208.63	32212.36	31113.41	32230.64	31770.79	32222.83	31525.21	31171.39	32271.66	31647.01	32343.34	31698.90	32046.07	31770.18	32380.64	31929.95	32428.65	31889.38	32467.16	32335.27	31945.03	32190.91	31971.46	32010.78	31955.05	32044.64	32319.08	32656.61	32465.37	31809.49	32171.55	32048.27	32109.61	31854.42	31856.39	31933.58	32307.66	32107.44	32452.38	32256.49	32552.35	32077.16	32172.37	32506.29	32357.53	32070.89	32258.52	32546.02	32786.76	32701.95	32209.88	32620.99	32230.53	32007.92	32876.87	32503.16	32512.38	32239.58	32858.08	32294.99	32753.07	32248.83	33019.34	32626.88	32849.12	32382.52	32262.33	32817.83	32814.61	32951.41	32784.05	32426.89	32864.64	33094.87	32712.11	32935.81	32426.03	32934.40	32604.91	32931.39	33076.64	32489.02	33178.74	32823.51	32944.02	33298.18	32992.29	32965.47	32527.03	33227.47	32818.00	32583.03	32809.97	33002.75	32789.50	32658.49	32658.66	32620.43	32667.20	32932.87	32704.76	33454.18	33248.93	33392.43	33475.05	33168.94	33464.71	33231.22	32799.75	32996.34	33489.96	33319.04	33354.85	33054.12	33294.06	33110.27	33547.79	33002.67	33277.96	33706.08	33250.32	33582.51	33520.33	33674.23	33004.69	33561.40	33616.47	33422.91	33476.03	33420.84	33888.78	33687.00	33756.15	33801.73	33993.48	34000.83	33690.51	32960.07	33557.38	33956.10	33021.62	34054.04	33979.56	33782.03	33039.38	34116.27	33764.15	33639.18	33393.92	33407.77	33778.44	33897.15	33875.61	33870.38	33939.82	33850.00	33632.94	34133.55	34126.15	34236.11	33571.83	34188.25	34114.42	33968.14	34065.65	34137.89	33744.45	33934.91	34337.29	34383.21	33678.19	33616.17	34473.15	34499.25	34438.79	34641.57	34675.87	34276.56	34571.35	34379.58	34661.88	34710.26	34389.28	34630.26	34678.92	34247.63	34682.14	34607.23	34759.52	34837.06	34672.02	34586.35	34661.81	35121.58	34825.28	34494.93	34775.94	34822.07	35148.72	35111.37	35293.57	35073.77	35071.95	35076.54	34681.03	35121.66	35200.28	35092.97	35080.65	35231.09	35061.47	35222.32	35307.31	35320.75	35268.76	35435.78	35336.27	35457.19	35335.37	35533.88	35259.34	35325.09	35645.74	35678.70	35677.37	35443.90	35687.13	35826.51	35868.23	35903.06	36259.80	36351.30	36346.74	36654.78	36717.83	36754.28	36915.43	36743.03	36775.32	36949.49	36864.86	36870.43	37326.22	37253.60	37172.91	37262.50	37480.35	38353.98	37967.68	44841.85	50330.74	50687.66	50287.53	50324.32	51258.21	51185.07	51652.71	50334.98	51986.19	53456.43	76573.28	34278.50
"27.232256v38.807837"	9048.42	0.00	2567.16	17718.09	17740.13	17937.29	18158.96	18154.77	17803.49	18220.97	18152.80	18165.41	17895.50	18362.08	6368.22	17316.43	18351.95	17534.33	18539.74	17427.31	18087.80	14922.95	15155.06	10326.22	19461.91	19966.12	19025.69	21846.39	18877.60	18676.27	14124.56	18636.50	19366.27	18662.39	18758.90	19335.82	18836.72	19400.56	18714.35	18859.28	18870.60	18789.59	18815.08	18424.79	18888.68	19542.20	19785.85	18540.62	18745.28	18971.14	19092.29	18864.18	20264.35	18813.01	19020.10	21651.55	19072.23	19732.65	18769.20	19072.26	19672.13	18544.81	18659.30	19098.80	18556.94	18804.01	19070.07	19191.31	18798.28	18821.38	19984.51	19177.94	19235.08	18819.12	19048.63	19745.70	19949.87	19194.95	19281.46	19422.89	19395.37	18860.37	20202.39	18749.26	19407.16	19139.16	19414.22	19938.71	18888.52	19240.42	18996.58	19378.21	22822.56	19402.11	19559.15	21510.00	23102.70	20603.10	23093.55	13703.19	21805.72	24584.41	21752.86	20930.01	20783.75	20029.12	20864.97	25422.80	21302.34	24477.13	16617.93	23031.73	23024.37	23920.40	23357.65	22761.31	22738.22	23359.77	23045.65	23338.04	23367.25	23930.39	23088.87	24115.47	23159.25	23234.98	23291.23	23344.43	23919.46	24771.49	24791.91	24927.56	24713.19	23845.70	25698.77	25835.35	25583.27	25068.62	24006.59	24206.10	24089.10	25495.99	24080.74	24604.67	23047.11	23749.78	24710.26	25038.60	25053.25	26036.97	26046.23	26236.66	23954.71	25099.81	26049.69	25035.97	26106.72	25704.85	24966.04	26234.69	26238.05	24407.75	24449.51	26207.09	26079.64	26203.52	26402.39	24721.88	25488.05	25275.60	25234.72	25521.55	25842.01	25903.30	24734.02	24567.20	24729.31	24213.60	24906.42	26333.59	26297.68	25482.51	24606.83	26281.43	18883.03	24236.45	25797.28	24751.88	26096.12	24297.11	24725.82	26162.41	25319.64	24889.95	25369.98	24264.91	25066.71	25486.76	24816.86	25442.31	25485.72	24948.03	25614.01	26071.08	25919.15	24923.19	26245.21	25848.11	25579.38	26077.09	25478.15	25459.65	25719.74	26169.72	25890.89	25687.69	25719.41	25891.64	25917.53	26220.85	26508.49	25870.19	26417.14	25763.93	25760.48	25711.68	25958.84	26048.63	26273.96	25677.93	26105.52	26179.20	25817.28	26400.67	26181.55	25801.15	26157.37	26171.12	26704.04	25884.84	26440.57	25782.07	26467.17	25829.82	25988.51	25879.97	26709.71	26034.61	26700.04	25938.05	25724.47	25898.96	26004.59	26627.90	26492.43	26095.54	26652.07	26071.60	26826.88	26370.10	26159.65	26992.54	27021.42	26231.58	26815.69	26595.87	26853.82	27207.53	27743.68	27730.65	26136.24	27738.74	27078.74	27722.04	26708.85	26183.81	27774.39	26873.22	27845.50	26908.96	27374.20	26951.91	27816.94	27150.92	27846.60	27071.97	27898.50	27703.28	27141.79	27494.17	27170.60	27224.62	27135.97	27260.01	27645.03	28122.60	27848.65	26891.84	27410.63	27225.29	27313.23	26934.91	26934.95	27040.54	27582.05	27287.63	27770.74	27488.29	27909.06	27225.00	27362.88	27841.73	27628.00	27208.83	27472.31	27872.70	28204.45	28083.31	27371.80	27954.18	27386.07	27057.66	28302.84	27751.70	27761.37	27347.15	28233.02	27402.19	28061.06	27328.53	28429.25	27870.67	28186.91	27504.70	27323.91	28121.37	28112.72	28300.89	28058.66	27533.00	28136.96	28460.11	27910.16	28221.09	27486.57	28217.00	27740.32	28192.13	28382.84	27535.63	28524.56	28018.32	28176.96	28667.16	28220.09	28181.27	27535.10	28540.32	27953.91	27609.08	27925.38	28192.75	27880.16	27676.71	27675.86	27598.14	27663.16	28038.66	27700.56	28774.76	28481.79	28684.59	28799.24	28364.43	28779.30	28441.42	27817.10	28097.71	28801.50	28546.29	28581.14	28143.95	28487.18	28218.85	28835.80	28038.80	28399.49	29005.27	28352.65	28799.16	28685.18	28896.30	27908.39	28707.25	28763.57	28473.13	28547.28	28460.65	29103.08	28805.22	28889.64	28953.33	29210.25	29214.43	28764.09	27690.86	28561.80	29110.15	27749.90	29245.66	29135.38	28837.90	27750.45	29302.44	28780.09	28596.44	28233.98	28236.14	28758.58	28916.40	28875.24	28856.94	28944.91	28812.28	28493.33	29211.21	29197.22	29342.16	28374.44	29246.58	29137.10	28898.14	29029.42	29123.45	28541.58	28817.73	29380.57	29442.14	28393.96	28300.47	29539.95	29569.29	29478.31	29714.50	29738.34	29165.19	29575.73	29296.67	29697.66	29762.65	29247.40	29588.42	29656.11	29026.77	29638.52	29506.62	29711.83	29819.56	29574.47	29438.97	29512.49	30162.02	29723.67	29223.30	29603.28	29643.30	30087.36	30021.13	30250.34	29929.48	29918.34	29914.30	29324.71	29959.88	30048.08	29884.54	29856.87	30072.74	29825.23	30050.09	30142.28	30148.52	30070.55	30292.00	30117.89	30288.10	30109.85	30330.06	29933.62	29995.30	30436.09	30464.54	30458.49	30074.97	30332.90	30486.24	30543.90	30464.81	30834.76	30892.33	30802.29	31205.48	31253.18	31286.54	31511.09	31258.35	31298.77	31544.92	31384.61	31374.53	31874.70	31752.10	31632.68	31760.40	32019.72	33046.42	31129.70	35805.68	45864.13	46232.94	45532.15	45567.45	46424.71	46008.62	46523.15	44586.38	46723.37	46763.02	67715.21	28963.91
